Tcs, Main , Midblock Route , Side1Route , Side2Route ,ActivationDate,Latitude,Longitude,CountDate,PeakHrVehicleVolume,PeakHrPedestrianVolume,weekday,year
773, ROYAL YORK RD ,'', MIMICO AVE ,'',01-31-1958,43.61226,-79.49672,12-18-2014,6453,895,4,1958
774, EVANS AVE ,'', HORNER AVE ,'',12-11-1968,43.616966678000004,-79.518828392,11-26-2016,13910,58,2,1968
775, ISLINGTON AVE ,'', EVANS AVE ,'',12-11-1968,43.6184,-79.51133,11-26-2016,16371,125,2,1968
776, DUNDAS ST W ,'', PRINCE EDWARD DR N ,'',02-08-1963,43.6607,-79.5104,05-12-2016,19911,385,4,1963
777, DUNDAS ST W ,'', BURNHAMTHORPE RD , CORDOVA AVE ,06-04-1959,43.6488,-79.52873000000001,05-14-2016,20467,1662,3,1959
778, DUNDAS ST W ,'', SHAVER AVE S , SHORNCLIFFE RD ,11-26-1962,43.63215,-79.54477,03-12-2013,26144,533,0,1962
779, DUNDAS ST W ,'', POPLAR AVE , SUBWAY CRES ,04-08-1972,43.63613,-79.54011,06-19-2017,24546,1332,5,1972
780, LAWRENCE AVE W ,'', THE WESTWAY , ROYAL YORK RD ,08-20-1964,43.69618,-79.53271,04-16-2016,13369,352,3,1964
781, EGLINTON AVE W ,'', ROYAL YORK RD ,'',01-01-1959,43.682320000000004,-79.52656,04-16-2016,27112,449,3,1959
782, SCARLETT RD ,'', EAST DR , PRIVATE ACCESS ,10-24-1962,43.67686,-79.50595,12-03-2016,10743,329,2,1962
783, SCARLETT RD ,'', EDENBRIDGE DR ,'',11-19-1968,43.68081,-79.50881,11-29-2016,12700,156,1,1968
784, EGLINTON AVE W ,'', SCARLETT RD ,'',11-27-1970,43.68393,-79.51135,12-05-2016,27560,931,4,1970
785, BURNHAMTHORPE RD ,'', MARTIN GROVE RD ,'',01-26-1967,43.64881,-79.54897,05-09-2016,15923,369,3,1967
786, EGLINTON AVE W ,'', MARTIN GROVE RD ,'',01-01-1960,43.67451,-79.56321,05-07-2016,30870,705,4,1960
787, MARTIN GROVE RD ,'', THE WESTWAY , REDGRAVE DR ,06-02-1969,43.68334,-79.56711999999999,05-07-2016,10236,896,0,1969
788, MARTIN GROVE RD ,'', 401 X W MARTIN GROVE RAMP ,'',01-01-1966,43.69292,-79.57151999999999,05-03-2016,13000,36,5,1966
789, MARTIN GROVE RD ,'', BELFIELD RD ,'',11-17-1969,43.70198,-79.5756,05-07-2016,11866,103,0,1969
790, REXDALE BLVD ,'', MARTIN GROVE RD ,'',03-12-1963,43.713879999999996,-79.58106,05-07-2016,21340,486,1,1963
791, ALBION RD ,'', MARTIN GROVE RD ,'',08-30-1968,43.74198,-79.59424,05-24-2016,24263,1831,4,1968
792, BLOOR ST W ,'', THE EAST MALL ,'',12-11-1965,43.63695,-79.5567,09-18-2012,29287,742,5,1965
793, BLOOR ST W ,'', THE WEST MALL ,'',07-16-1965,43.63564,-79.5623,06-07-2016,22993,1170,4,1965
794, DIXON RD ,'', 401 X E DIXON W RAMP ,'',12-20-1968,43.69226,-79.56770999999999,12-13-2016,21135,2,4,1968
795, WESTON RD ,'', GAYDON AVE , LILAC AVE ,12-17-1969,43.72037,-79.53746,05-10-2012,19649,386,2,1969
796, CALEDONIA RD ,'', KITCHENER AVE ,'',10-23-1962,43.68902,-79.46054000000001,04-26-2010,7984,569,1,1962
797, CALEDONIA RD ,'', CASTLEFIELD AVE ,'',10-23-1962,43.69846,-79.46351,10-22-2012,17695,330,1,1962
798, CASTLEFIELD AVE ,'', KINCORT ST ,'',08-16-1967,43.69703,-79.46795,08-15-2011,9947,67,2,1967
799, OAKWOOD AVE ,'', ROGERS RD ,'',03-14-1969,43.68715,-79.43868,09-20-2011,13218,1539,4,1969
800, ROGERS RD ,'', CALEDONIA RD ,'',10-23-1962,43.68311,-79.45801,04-27-2010,16541,1438,1,1962
801, ROGERS RD ,'', SILVERTHORN AVE ,'',10-23-1962,43.682790000000004,-79.46330999999999,06-14-2010,9706,1050,1,1962
802, VAUGHAN RD ,'', WINONA DR ,'',08-25-1960,43.68993,-79.43575,03-13-2013,6617,219,3,1960
803, OAKWOOD AVE ,'', VAUGHAN RD ,'',08-25-1960,43.69266,-79.44082,02-15-2018,12014,1273,3,1960
804, MARLEE AVE ,'', GLENCAIRN AVE ,'',01-31-1958,43.708999999999996,-79.44378,09-19-2011,13277,952,4,1958
805, MARLEE AVE ,'', ROSELAWN AVE ,'',12-16-1969,43.70227,-79.44108,09-20-2011,13325,1280,1,1969
806, CUMMER AVE ,'', WILLOWDALE AVE ,'',09-29-1964,43.78867,-79.40993,12-08-2011,16804,278,1,1964
807, FINCH AVE E ,'', WILLOWDALE AVE ,'',09-17-1964,43.78165,-79.40709,02-22-2017,24035,641,3,1964
808, FINCH AVE W ,'', SENTINEL RD ,'',03-12-1968,43.76108,-79.49996999999999,07-06-2016,19759,3050,1,1968
809, FINCH AVE W ,'', 400 N FINCH E RAMP ,'',07-16-1969,43.75493,-79.52861,12-07-2016,35518,26,2,1969
810, FINCH AVE W ,'', SIGNET DR , ARROW RD ,07-02-1968,43.75331,-79.53625,12-03-2009,34065,435,1,1968
811, FINCH AVE W ,'', MILVAN DR , RUMIKE RD ,02-27-1968,43.749990000000004,-79.55227,11-29-2010,23803,1329,1,1968
812, FINCH AVE W ,'', SENLAC RD ,'',11-28-1966,43.776509999999995,-79.43023000000001,11-29-2016,17028,557,0,1966
813, WILSON AVE ,'', CLAYSON RD , PRIVATE ACCESS ,06-07-1965,43.71774,-79.52303,06-11-2016,14275,152,0,1965
814, WILSON AVE ,'', HWY 401 WB OFF RAMP ,'',11-23-1964,43.73662,-79.43785,06-15-2015,15426,655,0,1964
815, WILSON AVE ,'', LEXFIELD AVE , HIGHVIEW AVE ,03-12-1968,43.72341,-79.4968,04-07-2016,14784,461,1,1968
816, EASTERN AVE ,'', CHERRY ST , SUMACH ST ,12-17-1964,43.6539,-79.3585,05-04-2016,15431,1266,3,1964
817, BROADVIEW AVE ,'', EASTERN AVE ,'',12-15-1950,43.65665,-79.34886,04-27-2016,13578,226,4,1950
818, EASTERN AVE ,'', LOGAN AVE ,'',08-10-1953,43.65787,-79.34137700000001,08-17-2015,10832,609,0,1953
819, EASTERN AVE ,'', CARLAW AVE ,'',06-28-1951,43.65842,-79.33894000000001,06-11-2016,13597,385,3,1951
820, LAKE SHORE BLVD E ,'', CHERRY ST ,'',09-20-1968,43.64819,-79.35475,11-30-2009,10659,390,4,1968
821, QUEENS QUAY E ,'', LOWER JARVIS ST ,'',12-06-1962,43.64394,-79.36896999999999,03-30-2009,7542,922,3,1962
822, DON MILLS RD ,'', WYNFORD DR ,'',01-01-1961,43.72305,-79.33955999999999,03-31-2009,25791,1249,6,1961
823, TRETHEWEY DR ,'', TODD BAYLIS BLVD , PRIVATE ACCESS ,06-08-1980,43.69523,-79.48761,05-05-2011,8060,573,6,1980
824, WOODBINE AVE ,'', CORLEY AVE , EASTWOOD RD ,12-14-1955,43.67648,-79.30894,04-02-2015,10426,698,2,1955
825, COLLEGE ST ,'', MC CAUL ST ,'',12-05-1961,43.659209999999995,-79.39345,01-17-2017,11346,7722,1,1961
826, COLLEGE ST ,'', AUGUSTA AVE ,'',12-21-1961,43.65743,-79.40318,01-17-2017,10055,3491,3,1961
827, COLLEGE ST ,'', BEVERLEY ST , ST GEORGE ST ,08-17-1929,43.6587,-79.39598000000001,01-16-2017,13259,16624,5,1929
828, COLLEGE ST ,'', GRACE ST ,'',03-18-1952,43.655,-79.41561,01-14-2017,7478,4262,1,1952
829, COLLEGE ST ,'', OSSINGTON AVE ,'',10-06-1948,43.65443,-79.42268,01-16-2017,13223,5290,2,1948
830, COLLEGE ST ,'', DOVERCOURT RD ,'',08-10-1948,43.65364,-79.42638000000001,01-16-2017,11340,4611,1,1948
831, COLLEGE ST ,'', LANSDOWNE AVE ,'',10-14-1948,43.651,-79.44001999999999,01-14-2017,11489,1621,3,1948
832, RONCESVALLES AVE ,'', HIGH PARK BLVD , FERMANAGH AVE ,11-15-1955,43.646359999999994,-79.44903000000001,07-11-2013,6002,2052,1,1955
833, RONCESVALLES AVE ,'', HOWARD PARK AVE ,'',01-01-1962,43.65152,-79.45104,01-19-2009,8973,1781,0,1962
834, HARBORD ST ,'', BRUNSWICK AVE ,'',05-30-1950,43.66227,-79.40597,04-29-2010,8846,1887,1,1950
835, HARBORD ST ,'', GRACE ST ,'',03-08-1955,43.65996,-79.41747,05-12-2010,9549,1833,1,1955
836, OSSINGTON AVE ,'', HARBORD ST ,'',09-20-1956,43.65854,-79.42430999999999,04-26-2012,11364,894,3,1956
837, ST GEORGE ST ,'', WILLCOCKS ST ,'',01-24-1963,43.6621,-79.3976,02-06-2012,5840,5051,3,1963
838, ST GEORGE ST ,'', HARBORD ST , HOSKIN AVE ,11-19-1948,43.66411,-79.39841,01-13-2010,10431,21163,4,1948
839, HOSKIN AVE ,'', TOWER RD ,'',09-20-1960,43.6647,-79.39572,10-03-2011,6686,3033,1,1960
840, DUPONT ST ,'', SPADINA RD ,'',03-07-1941,43.67488,-79.40711,04-28-2016,20652,4549,4,1941
841, DUPONT ST ,'', CHRISTIE ST ,'',01-04-1946,43.67165,-79.42156,06-11-2016,15016,2610,4,1946
842, DUPONT ST ,'', OSSINGTON AVE ,'',08-29-1952,43.67011,-79.42904,06-11-2016,15570,1091,4,1952
843, DOVERCOURT RD ,'', DUPONT ST ,'',06-20-1957,43.66973,-79.43273,06-11-2016,15077,691,3,1957
844, LANSDOWNE AVE ,'', DUPONT ST ,'',10-15-1948,43.66675,-79.44641999999999,06-11-2016,18677,2331,4,1948
845, DUPONT ST ,'', SYMINGTON AVE ,'',05-31-1950,43.66576,-79.45125999999999,06-11-2016,13417,1581,2,1950
846, ANNETTE ST ,'', HIGH PARK AVE ,'',01-06-1950,43.66288,-79.46924,05-28-2009,10236,1068,4,1950
847, ANNETTE ST ,'', RUNNYMEDE RD ,'',01-10-1948,43.660059999999994,-79.47997,08-11-2011,12443,1346,5,1948
848, RUNNYMEDE RD ,'', ST JOHNS RD ,'',02-23-1966,43.66382,-79.48134,08-20-2009,7148,765,2,1966
849, HALLAM ST ,'', DOVERCOURT RD ,'',06-16-1961,43.6671718,-79.43169820000001,06-14-2012,7058,1267,4,1961
850, OSSINGTON AVE ,'', HALLAM ST ,'',01-03-1957,43.66796,-79.42813000000001,08-15-2013,8371,699,3,1957
851, LANSDOWNE AVE ,'', WALLACE AVE ,'',11-27-1961,43.6623561,-79.4444271,08-27-2012,10502,1974,0,1961
852, SPADINA RD ,'', LONSDALE RD ,'',01-01-1967,43.68869,-79.41265,08-13-2009,8695,4816,6,1967
853, SPADINA RD ,'', OLD FOREST HILL RD ,'',01-01-1967,43.699009999999994,-79.41704,12-11-2008,9339,664,6,1967
854, DUPLEX AVE ,'', CASTLEFIELD AVE ,'',06-03-1954,43.711490000000005,-79.40125,10-10-2012,7313,1144,3,1954
855, DUPLEX AVE ,'', GLENGROVE AVE W ,'',07-04-1953,43.718891,-79.403949,10-22-2012,6313,720,5,1953
856, YONGE ST ,'', PATRICIA AVE ,'',09-16-1977,43.790259999999996,-79.41813,07-03-2012,24599,1121,4,1977
857, WILSON AVE ,'', DUBRAY AVE ,'',07-01-1970,43.72821,-79.47775,03-08-2016,17962,1641,2,1970
858, LAWRENCE AVE E ,'', ORTON PARK RD ,'',10-14-1969,43.764070000000004,-79.20563,12-16-2010,15279,654,1,1969
859, DANFORTH RD ,'', SAVARIN ST ,'',08-01-1970,43.74324,-79.24503,05-26-2016,13257,748,5,1970
860, ST CLAIR AVE W ,'', DEER PARK CRES ,'',09-18-1969,43.6873,-79.398,08-24-2015,11639,6520,3,1969
861, SHEPPARD AVE W ,'', ARROW RD ,'',02-01-1970,43.73574,-79.52934,03-01-2014,10062,34,6,1970
862, SHEPPARD AVE E ,'', MIDLAND AVE ,'',08-27-1969,43.78537,-79.27855,12-10-2016,24715,1223,2,1969
863, SHEPPARD AVE E ,'', ALLANFORD RD ,'',10-12-1969,43.782140000000005,-79.29346,04-02-2014,14419,1398,6,1969
864, VICTORIA PARK AVE ,'', CONSUMERS RD , MEADOWACRES DR ,08-24-1971,43.77194,-79.32155,10-17-2013,31063,2504,1,1971
865, EVANS AVE ,'', EVANS W 427 C N RAMP ,'',11-20-1969,43.61125,-79.54672,11-24-2016,14078,51,3,1969
866, EVANS AVE ,'', 427 C S EVANS RAMP , EVANS BROWNS LI RAMP ,08-07-1969,43.61055843800001,-79.549338547,11-24-2016,13799,208,3,1969
867, YONGE ST ,'', GROSVENOR ST ,'',02-17-1970,43.66301,-79.38376,11-07-2016,8449,11734,1,1970
868, LESLIE ST ,'', FINCH AVE E ,'',06-25-1969,43.79005,-79.36811999999999,11-23-2015,29661,1294,2,1969
869, FINCH AVE E ,'', DON MILLS RD ,'',12-30-1970,43.79268,-79.35472,02-10-2011,32467,2482,2,1970
870, FINCH AVE W ,'', NORFINCH DR , OAKDALE RD ,11-27-1969,43.75597,-79.52428,09-25-2012,36041,1708,3,1969
871, WARDEN AVE ,'', HUNTINGWOOD DR ,'',05-02-1970,43.7855,-79.31094,02-06-2012,20990,341,5,1970
872, BAYVIEW AVE ,'', GARNIER CRT , NEWTON DR ,11-26-1986,43.79915,-79.39516,01-30-2018,16921,640,2,1986
873, DUFFERIN ST ,'', PLAYFAIR AVE , WENDERLY DR ,01-05-1990,43.71071,-79.45401,04-11-2016,17383,1486,4,1990
874, BURNHAMTHORPE RD ,'', RENFORTH DR ,'',10-11-1969,43.643357,-79.57244759999999,12-05-2016,20486,312,5,1969
875, BURNHAMTHORPE RD ,'', THE WEST MALL ,'',06-17-1969,43.64463,-79.5672,12-05-2016,26965,1668,1,1969
876, QUEEN ST E ,'', PAPE AVE ,'',08-31-1970,43.66163,-79.33766999999999,08-27-2009,8561,2583,0,1970
877, MARKHAM RD ,'', PAINTED POST DR ,'',12-19-1969,43.76762,-79.22833,04-08-2014,15510,500,4,1969
878, MARKHAM RD ,'', PROGRESS AVE ,'',07-09-1969,43.78183,-79.23393,04-05-2014,31295,475,2,1969
879, MARTIN GROVE RD ,'', RATHBURN RD ,'',09-29-1969,43.657109999999996,-79.55519,05-09-2016,13280,152,0,1969
880, EGLINTON AVE W ,'', BLACKTHORN AVE ,'',06-08-1970,43.69198,-79.46535,10-15-2012,14756,743,0,1970
881, DUNDAS ST W ,'', CLOVERDALE MALL , 427 C N DUNDAS RAMP ,12-18-1969,43.628949683,-79.555132846,04-12-2017,20729,132,3,1969
882, DUNDAS ST W ,'', THE WEST MALL ,'',07-07-1972,43.627990153999995,-79.559091566,12-12-2017,28800,33,4,1972
883, DUNDAS ST W ,'', NEILSON DR , WEST MALL CRES ,09-18-1969,43.62738,-79.56237,11-25-2015,28100,223,3,1969
884, BERMONDSEY RD ,'', SUNRISE AVE ,'',07-29-1970,43.71699,-79.31331,02-19-2013,8166,142,2,1970
885, BIRCHMOUNT RD ,'', COMSTOCK RD , PRIVATE ACCESS ,08-13-1970,43.72372,-79.27531,12-14-2016,10556,217,3,1970
886, BIRCHMOUNT RD ,'', BERTRAND AVE ,'',08-13-1970,43.735227,-79.279862,12-14-2016,17228,177,3,1970
887, THE QUEENSWAY ,'', 427 C S QUEENSWAY RAMP , SHERWAY GARDENS RD ,11-20-1969,43.615012746000005,-79.55246234399999,12-15-2011,31020,26,3,1969
888, KIPLING AVE ,'', KINGSVIEW BLVD ,'',02-26-1970,43.696940000000005,-79.55984000000001,05-19-2015,13903,310,3,1970
889, ELLESMERE RD ,'', SCARBOROUGH GOLF CLUB RD , HELICON GT ,12-16-1969,43.778535,-79.222234,02-27-2016,13183,190,1,1969
890, FINCH AVE W ,'', WILMINGTON AVE ,'',05-21-1970,43.770270000000004,-79.46070999999999,11-29-2016,16903,698,3,1970
891, KINGSTON RD ,'', GLEN EVEREST RD ,'',02-06-1970,43.69778,-79.25658,02-09-2010,10822,349,4,1970
892, EVANS AVE ,'', THE EAST MALL ,'',01-01-1967,43.61192,-79.54379,07-30-2013,13636,131,6,1967
893, BROWNS LINE ,'', EVANS BROWNS LI RAMP ,'',11-27-1969,43.609060958,-79.548308551,04-04-2017,17551,106,3,1969
894, DUFFERIN ST ,'', WINGOLD AVE , PRIVATE ACCESS ,01-29-1970,43.70387,-79.45246,04-11-2016,16771,763,3,1970
895, BAY ST ,'', YORKVILLE AVE ,'',08-01-1970,43.67139,-79.39017,10-18-2016,11870,8385,5,1970
896, BAY ST ,'', DAVENPORT RD ,'',06-30-1970,43.67309,-79.39084,03-29-2016,15657,1507,1,1970
897, DON MILLS RD ,'', HAVENBROOK BLVD , PARKWAY FOREST DR ,01-01-1965,43.76959,-79.3465,06-18-2013,21973,1176,4,1965
898, PARKWOODS VILLAGE DR ,'', GISBURN RD ,'',06-29-1970,43.76016,-79.32200999999999,04-05-2016,11826,800,0,1970
899, BATHURST ST ,'', CEDARCROFT BLVD , PATRICIA AVE ,08-26-1970,43.78394,-79.44553,09-04-2013,24124,1265,2,1970
900, DUPONT ST ,'', SHAW ST ,'',10-08-1970,43.6705581,-79.4265976,04-28-2016,11994,867,3,1970
901, ELLESMERE RD ,'', NEILSON RD ,'',06-26-1970,43.78268,-79.20496999999999,02-27-2016,10871,1490,4,1970
902, MARTIN GROVE RD ,'', MERCURY RD , WESTHUMBER BLVD ,07-13-1970,43.72606,-79.58669,05-03-2016,10638,217,0,1970
903, DUNDAS ST E ,'', SUMACH ST ,'',08-14-1970,43.6607,-79.36046,04-13-2015,8486,1513,4,1970
904, THE EAST MALL ,'', EAST MALL CRES ,'',07-15-1970,43.631370000000004,-79.55239,11-25-2014,13881,233,2,1970
905, EGLINTON AVE W ,'', JANE ST ,'',11-27-1970,43.684509999999996,-79.49880999999999,08-18-2011,29408,1265,4,1970
906, SHEPPARD AVE E ,'', CONSUMERS RD , BRIAN DR ,06-22-1970,43.77516,-79.33122,10-17-2013,20361,1571,0,1970
907, EGLINTON AVE W ,'', THE EAST MALL , 427 C N EGLINTON RAMP ,01-01-1960,43.67188,-79.57128,12-07-2011,17176,127,4,1960
908, ISLINGTON AVE ,'', JUTLAND RD ,'',10-21-1970,43.62899,-79.51697,09-18-2013,18102,708,2,1970
909, YONGE ST ,'', GOULD ST ,'',08-28-1984,43.65742,-79.38134000000001,11-05-2016,4591,11381,1,1984
910, BLOOR ST W ,'', SHAVER AVE N , SHAVER AVE S ,07-30-1970,43.63904,-79.54776,09-19-2012,14424,333,3,1970
911, THE QUEENSWAY ,'', THE EAST MALL ,'',11-20-1969,43.61647,-79.54625,09-04-2013,28554,222,3,1969
912, THE QUEENSWAY ,'', THE WEST MALL ,'',10-08-1970,43.61235,-79.56266,09-19-2017,28233,70,3,1970
913, BAY ST ,'', ELM ST ,'',12-14-1970,43.65729,-79.38438000000001,11-10-2016,12509,16952,0,1970
914, WARDEN AVE ,'', MANHATTAN DR ,'',10-12-1970,43.75196,-79.29739000000001,05-05-2015,19109,230,0,1970
915, DUNDAS ST W ,'', EAST MALL CRES ,'',05-15-1969,43.63041,-79.54983,02-14-2013,26788,850,3,1969
916, YORK MILLS RD ,'', LESMILL RD , YORK MILLS ACCESS RAMP ,12-23-1970,43.754709999999996,-79.35202,03-09-2016,20963,1872,2,1970
917, THE QUEENSWAY ,'', NORTH QUEEN ST , PRIVATE ACCESS ,02-17-1971,43.61425,-79.55618,01-21-2009,26239,684,2,1971
918, BATHURST ST ,'', VESTA DR , RIDGE HILL DR ,12-23-1970,43.7034,-79.4259,04-01-2015,15765,1016,2,1970
919, KENNEDY RD ,'', 401 C W KENNEDY RD RAMP ,'',08-21-1970,43.77626065,-79.285373477,12-12-2017,34082,49,4,1970
920, KENNEDY RD ,'', 401 C E KENNEDY RD RAMP , WILLIAM KITCHEN RD ,08-21-1970,43.77313401600001,-79.284070759,06-23-2011,36406,137,4,1970
921, YONGE ST ,'', CHARLES ST E ,'',06-30-1971,43.668690000000005,-79.38609,08-11-2010,12471,12829,2,1971
922, PARLIAMENT ST ,'', WINCHESTER ST ,'',06-05-1971,43.66588,-79.36861,02-29-2012,8778,4496,5,1971
923, EVANS AVE ,'', EVANS CRT , SHERWAY GT ,02-17-1971,43.608990000000006,-79.55641999999999,07-31-2013,13646,277,2,1971
924, BLOOR ST W ,'', MILL RD ,'',06-24-1970,43.632054600000004,-79.57514570000001,09-18-2012,11986,826,2,1970
925, RENFORTH DR ,'', RENFORTH 427 S RAMP ,'',09-15-1989,43.66763003,-79.590775204,07-20-2017,22639,8,4,1989
926, EGLINTON AVE W ,'', RENFORTH DR ,'',06-26-1970,43.666129999999995,-79.5876,01-19-2017,24741,514,4,1970
927, WARDEN AVE ,'', ARKONA DR , CLOVERLEAF GT ,08-12-1972,43.77312,-79.30529,11-12-2014,23944,353,5,1972
928, KEELE ST ,'', BROADOAKS DR ,'',12-07-1971,43.75745,-79.4895,02-23-2016,15375,1532,1,1971
929, THE WEST MALL ,'', SHERWAY DR ,'',02-17-1971,43.609429999999996,-79.56028,03-28-2011,13642,1478,2,1971
930, LAKE SHORE BLVD W ,'', ONTARIO DR , REMEMBRANCE DR ,08-23-1959,43.630456,-79.419834,01-24-2018,24528,189,6,1959
931, ELLESMERE RD ,'', DORMINGTON DR , GANDER DR ,08-25-1971,43.777609999999996,-79.2266,02-10-2016,13956,857,2,1971
932, LAWRENCE AVE E ,'', CARNFORTH RD , PRIVATE ACCESS ,08-27-1971,43.74154,-79.31421,04-09-2009,27327,1123,4,1971
933, JANE ST ,'', YORKWOODS GT , FIRGROVE CRES ,08-25-1971,43.75073,-79.51607,12-16-2014,14032,1355,2,1971
934, STEELES AVE E ,'', LESLIE ST ,'',08-23-1971,43.80856,-79.37245,01-24-2018,28358,212,0,1971
935, STEELES AVE E ,'', LAURELEAF RD S ,'',09-09-1971,43.8056,-79.38578000000001,03-26-2014,21204,301,3,1971
936, RATHBURN RD ,'', THE EAST MALL ,'',10-11-1970,43.654990000000005,-79.56423000000001,03-19-2008,11853,476,6,1970
937, RATHBURN RD ,'', THE WEST MALL ,'',10-11-1970,43.65302,-79.57255,03-06-2017,13816,725,6,1970
938, SHEPPARD AVE E ,'', MCCOWAN RD ,'',07-14-1971,43.789640000000006,-79.25883,05-02-2015,34425,2423,2,1971
939, MCCOWAN RD ,'', 401 C W MCCOWAN RD S RAMP ,'',07-21-1971,43.78272346,-79.25545156,05-02-2015,38670,206,2,1971
940, MCCOWAN RD ,'', CONSILIUM PL , 401 C E MCCOWAN RD RAMP ,07-21-1971,43.7796,-79.254112,05-02-2015,34231,99,2,1971
941, PHARMACY AVE ,'', COMSTOCK RD ,'',06-10-1971,43.71932,-79.29491,02-08-2018,19646,325,3,1971
942, WESTON RD ,'', OAK ST , PRIVATE ACCESS ,10-14-1971,43.707770000000004,-79.53354,01-17-2012,17286,588,3,1971
943, JANE ST ,'', JOHN ST , PRIVATE ACCESS ,10-29-1971,43.70665,-79.50480999999999,09-27-2010,16819,1034,4,1971
944, DANFORTH AVE ,'', MONARCH PARK AVE ,'',11-17-1971,43.6826,-79.32714,05-07-2015,11318,1972,2,1971
945, YONGE ST ,'', POYNTZ AVE , PRIVATE ACCESS ,08-26-1987,43.75998,-79.41051999999999,12-02-2015,33436,3822,2,1987
946, KIPLING AVE ,'', TORLAKE CRES , PRIVATE ACCESS ,10-09-1971,43.61156,-79.52254,12-16-2014,10565,114,5,1971
947, ISLINGTON AVE ,'', FINCH AVE W ,'',03-09-1971,43.74625,-79.5686,04-26-2014,24836,596,1,1971
948, BURNHAMTHORPE RD ,'', THE EAST MALL ,'',11-05-1970,43.64633,-79.56004,12-03-2016,20250,515,3,1970
949, BURNHAMTHORPE RD ,'', 427 C N BURNHAMTHORPE RAMP ,'',09-29-1971,43.645854747,-79.56186764,12-13-2016,27046,69,2,1971
950, BURNHAMTHORPE RD ,'', 427 C S RATHBURN E RAMP ,'',09-29-1971,43.64508030100001,-79.565149937,05-20-2015,26578,147,2,1971
951, MCCOWAN RD ,'', BRIMORTON DR ,'',09-15-1971,43.765440000000005,-79.24894,04-29-2015,18068,319,2,1971
952, LESLIE ST ,'', CUMMER AVE , MCNICOLL AVE ,12-20-1971,43.801320000000004,-79.37071,11-08-2016,18360,1448,0,1971
953, DIXON RD ,'', ATTWELL DR , SKYWAY AVE ,01-01-1971,43.68796,-79.58681,11-29-2016,23800,543,4,1971
954, EGLINTON AVE W ,'', 27 401 427 EGLINTON E RAMP ,'',01-01-1971,43.673944029,-79.567555215,12-12-2011,30975,0,4,1971
955, ISLINGTON AVE ,'', ST ANDREWS BLVD , PRIVATE ACCESS ,08-29-1975,43.70134,-79.54866,04-24-2014,19941,1212,4,1975
956, KEELE ST ,'', CANARCTIC DR , YORK BLVD ,07-01-1972,43.775259999999996,-79.49399,02-23-2016,16169,891,5,1972
957, MARKHAM RD ,'', TUXEDO CRT ,'',12-21-1971,43.77956,-79.23295999999999,03-29-2014,25842,807,1,1971
958, WARDEN AVE ,'', METROPOLITAN RD ,'',12-17-1971,43.76723,-79.30279,11-19-2014,25357,126,4,1971
959, KENNEDY RD ,'', WICKWARE GT , PRIVATE ACCESS ,12-30-1971,43.75325,-79.27629,08-05-2015,19566,416,3,1971
960, FINCH AVE W ,'', DUNCANWOODS DR , ARDWICK BLVD ,12-20-1971,43.74882,-79.55768,07-21-2010,17376,1441,0,1971
961, FINCH AVE W ,'', DRIFTWOOD AVE ,'',01-12-1971,43.75808,-79.51339,07-19-2010,19264,2202,1,1971
962, JANE ST ,'', GRANDRAVINE DR ,'',07-01-1972,43.74711,-79.51510999999999,01-13-2014,14932,797,5,1972
963, LAKE SHORE BLVD E ,'', COXWELL AVE , ASHBRIDGES BAY PARK RD ,06-07-1972,43.662279999999996,-79.31484,05-09-2016,18465,293,2,1972
964, ROGERS RD , 34m WEST OF , BICKNELL AVE , PRIVATE ACCESS ,10-10-1990,43.68193,-79.4742,04-13-2016,10522,516,2,1990
965, LESLIE ST ,'', NYMARK AVE ,'',06-29-1972,43.77831,-79.3653,01-10-2011,14692,318,3,1972
966, STEELES AVE E ,'', MAXOME AVE , HENDERSON AVE ,06-15-1972,43.80106,-79.40624,03-26-2014,20094,203,3,1972
967, JANE ST ,'', SHOREHAM DR ,'',02-06-1972,43.768840000000004,-79.52039,09-20-2017,17925,2428,6,1972
968, AVENUE RD ,'', YORKVILLE AVE , PRIVATE ACCESS ,08-31-1972,43.67048,-79.39478000000001,10-18-2016,12869,4860,3,1972
969, DANFORTH RD ,'', SEMINOLE AVE ,'',08-31-1972,43.747820000000004,-79.2445,05-26-2016,13354,258,3,1972
970, MARKHAM RD ,'', 401 C E MARKHAM RD N RAMP ,'',05-27-1971,43.783869403999994,-79.234925385,06-07-2014,32856,14,3,1971
971, MARKHAM RD ,'', 401 C W MARKHAM RD S RAMP ,'',12-22-1971,43.787025152,-79.23620293100001,03-29-2014,34942,19,2,1971
972, JANE ST ,'', STONG CRT , YORK GATE BLVD ,10-16-1972,43.76192,-79.51881,01-13-2014,13856,1516,0,1972
973, JANE ST ,'', HEATHROW DR , CHALKFARM DR ,10-26-1972,43.7249,-79.50958,10-20-2014,18009,842,3,1972
974, EGLINTON AVE W ,'', WINCOTT DR , BEMERSYDE DR ,07-20-1972,43.67856,-79.54491999999999,12-09-2013,23515,201,3,1972
975, BURNHAMTHORPE RD ,'', OLD BURNHAMTHORPE RD , SATURN RD ,08-24-1972,43.6426,-79.57592,11-30-2016,18979,525,3,1972
976, MARKHAM RD ,'', BLAKEMANOR BLVD , PRIVATE ACCESS ,10-23-1972,43.75104,-79.22224,04-08-2014,14181,475,0,1972
